Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
6e9NA7CWZwoT6V2c91fw8q,"2RQXRUsr4IW1f3mKyKsy4B","Save Me","Busyhead","Noah Kahan",2019-06-14,178920,56,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"pov: indie",0.651,0.454,7,-8.808,1,0.0489,0.173,0,0.1,0.132,110.027,4
2Zg0aB5oVQlbQE1vzQmIIY,"2RQXRUsr4IW1f3mKyKsy4B,0ZED1XzwlLHW4ZaG4lOT6m","Hurt Somebody","Busyhead","Noah Kahan,Julia Michaels",2019-06-14,167106,73,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"pov: indie,pop",0.638,0.51,1,-6.485,1,0.305,0.344,0,0.212,0.448,114.576,4
5W4kiM2cUYBJXKRudNyxjW,"4oUHIQIBe0LHzYfvXNW4QM","You Proof","One Thing At A Time","Morgan Wallen",2023-03-03,157477,84,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"contemporary country",0.728,0.818,9,-5.068,1,0.0329,0.323,0,0.582,0.681,119.706,4
3MN0pucJbbFmqgvPcoC1Eb,"4AK6F7OLvEQ5QYCBNiQWHq","She's Not Afraid","Take Me Home (Expanded Edition)","One Direction",2012-11-12,190560,60,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"boy band,pop,post-teen pop,talent show",0.489,0.917,8,-4.097,1,0.132,0.00891,0,0.184,0.772,167.57,4
4SRYGZsbHrmH7E9xMVz4Wm,"4AK6F7OLvEQ5QYCBNiQWHq","Nobody Compares","Take Me Home (Expanded Edition)","One Direction",2012-11-12,211626,58,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"boy band,pop,post-teen pop,talent show",0.658,0.801,11,-4.124,1,0.0334,0.00727,0,0.0448,0.879,124.008,4
02O8hDaIJPEUHh9XEj0u76,"4AK6F7OLvEQ5QYCBNiQWHq","Back For You","Take Me Home (Expanded Edition)","One Direction",2012-11-12,178440,56,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"boy band,pop,post-teen pop,talent show",0.569,0.911,2,-2.705,1,0.0772,0.0194,0,0.0925,0.51,160.054,4
3lnjFENd7rHxPYM9b964Md,"4AK6F7OLvEQ5QYCBNiQWHq","C'mon, C'mon","Take Me Home (Expanded Edition)","One Direction",2012-11-12,164680,61,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"boy band,pop,post-teen pop,talent show",0.638,0.942,5,-4.163,0,0.0857,0.015,0,0.31,0.745,142.896,4
4GF00uRxC4ECrxNEbnapqf,"4AK6F7OLvEQ5QYCBNiQWHq","Rock Me","Take Me Home (Expanded Edition)","One Direction",2012-11-12,200266,62,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"boy band,pop,post-teen pop,talent show",0.506,0.909,8,-3.629,1,0.0528,0.0261,0,0.155,0.814,168.021,4
6Fe0bY8vDxBnN7rDgu3ACE,"4AK6F7OLvEQ5QYCBNiQWHq","I Would","Take Me Home (Expanded Edition)","One Direction",2012-11-12,200920,61,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"boy band,pop,post-teen pop,talent show",0.72,0.725,4,-5.996,1,0.0463,0.00603,0,0.24,0.679,126.471,4
4My8w8AA1JpG6E5SiAPvJL,"4AK6F7OLvEQ5QYCBNiQWHq","Kiss You","Take Me Home (Expanded Edition)","One Direction",2012-11-12,182866,72,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"boy band,pop,post-teen pop,talent show",0.637,0.93,4,-2.632,1,0.0511,0.0177,0,0.452,0.886,90.014,4
5LtNBCM2ve0SxP0dlRVvMu,"64M6ah0SkkRsnPGtGiRAbb","I'm Gonna Show You Crazy","I'm Gonna Show You Crazy","Bebe Rexha",2014-12-19,207775,59,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"dance pop,pop",0.474,0.537,2,-6.77,1,0.0649,0.0758,0,0.316,0.335,90.103,4
0FZ4Dmg8jJJAPJnvBIzD9z,"46SHBwWsqBkxI7EeeBEQG7,4DdkRBBYG6Yk9Ka8tdJ9BW,0Y5tJX1MQlPlqiwlOH1tJY","ZEZE (feat. Travis Scott & Offset)","Dying to Live","Kodak Black,Offset,Travis Scott",2018-12-14,228759,77,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"florida drill,florida rap,melodic rap,miami hip hop,rap,trap,trap latino,atl hip hop,hip hop,pop rap,slap house",0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.0924,0.504,98.043,4
7EiZI6JVHllARrX9PUvAdX,"1RyvyyTE3xzB2ZywiAwp0i,1Xyo4u8uXC1ZmMpatF05PJ","Low Life (feat. The Weeknd)","EVOL","Future,The Weeknd",2016-04-13,313546,79,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"atl hip hop,hip hop,rap,southern hip hop,trap,canadian contemporary r&b,canadian pop,pop",0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,4
6ntFBx30fCwVO2WEF8sJz1,"6t1gpxYbY8OlLA7D2RiikQ,44Ewva5aHOX00EwaX2D2mh,64M6ah0SkkRsnPGtGiRAbb","If Only I (feat. Bebe Rexha)","If Only I (feat. Bebe Rexha)","Loud Luxury,Two Friends,Bebe Rexha",2023-06-23,142756,55,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"edm,pop dance,uk dance,dance pop,pop",0.688,0.733,0,-5.058,0,0.038,0.166,0.0000535,0.109,0.684,120.016,4
6hI3PnULFXwkOQSHLHNfOO,"7kNqXtgeIwFtelmRjWv205,4yX6mpMyBGf9UfvBB8JJrc,2qxJFvFYMEDqd7ui6kSAcq","Where You Are - Zedd Remix","Where You Are (Zedd Remix)","John Summit,HAYLA,Zedd",2023-07-28,184649,58,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"edm,house,pop dance,uk dance,complextro,german techno,pop",0.547,0.616,9,-6.451,0,0.043,0.0396,0.000144,0.13,0.0661,129.979,4
4xhsWYTOGcal8zt0J161CU,"2LIk90788K0zvyj2JJVwkJ","Lovin On Me","Lovin On Me","Jack Harlow",2023-11-10,138411,90,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"deep underground hip hop,kentucky hip hop,pop rap,rap",0.943,0.558,2,-4.911,1,0.0568,0.0026,0.00000219,0.0937,0.606,104.983,4
7uY8q7WQdukE0L3JcOyLQL,"2ZRQcIgzPCVaT9XKhXZIzh,1QRj3hoop9Mv5VvHQkwPEp","Caught Up (with Olivia O'Brien)","Alive","Gryffin,Olivia O'Brien",2022-11-04,173214,47,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"edm,pop dance,alt z,pop",0.693,0.813,5,-4.735,0,0.0447,0.00854,0.000269,0.12,0.515,122.063,4
5PkWhNfVEz2O9n8b6cQFMw,"6mmSS7itNWKbapgG2eZbIg,789btpHpNQjZGwJIplXJuk","Rock Ur World","ROOM202 EP","Knock2,fussy",2023-01-27,281066,57,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"bassline",0.669,0.912,8,-3.753,0,0.0613,0.0862,0.00135,0.566,0.289,125.98,4
4K0t6WlVTP8pNc7d0CpFwV,"60d24wfXkVzDSfLS6hyCjZ,1Cs0zKBU1kc0i8ypK3B9ai,29QbBR0oTzA7A0kiOzrbbr,5gWzmnHTLNXz5CjOc0wAuK","So Far Away (feat. Jamie Scott & Romy Dya)","The Martin Garrix Experience","Martin Garrix,David Guetta,Jamie Scott,Romy Dya",2019-07-10,183636,23,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"dutch edm,edm,pop,pop dance,progressive house,big room,dance pop,uk pop,dutch pop",0.526,0.52,6,-7.985,0,0.0569,0.435,0,0.197,0.13,149.119,4
53tv6ZbyeAwfAUwFaxYbfO,"3IaKn0ExWTMPqa0mscUYw3,3hcs9uc56yIGFCSy9leWe7","Hellcats & Trackhawks","Only The Family - Lil Durk Presents: Loyal Bros","Only The Family,Lil Durk",2021-03-05,146844,68,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"chicago rap,chicago drill,drill,hip hop,rap,trap",0.841,0.672,1,-5.557,0,0.371,0.0122,0,0.321,0.599,157.026,4
3p4YmRsO7aOu8PUbwdN3OB,"0RESbWvOMyua0yuyVrztJ5","I Be","Yellow Tape 2 (Deluxe)","Key Glock",2022-03-25,193480,54,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"memphis hip hop,rap,southern hip hop,tennessee hip hop,trap",0.905,0.724,0,-6.255,1,0.237,0.00813,0,0.329,0.361,136.982,4
2l4c3Ds0hE6rYvha8NNH26,"17EQ0os411HC9QqvPiZ0pn","Dreaming","golden","dilip",2019-10-03,225264,0,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"",0.754,0.474,11,-6.593,0,0.0359,0.193,0,0.0569,0.48,123.957,4
7j3IynbafH9N7qkhjZvO0U,"17EQ0os411HC9QqvPiZ0pn","Same","golden","dilip",2019-10-03,221333,0,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"",0.6,0.466,0,-8.091,0,0.0337,0.627,0.00000441,0.161,0.196,90.018,4
6RCoJbD05ibGJYTvmCWqZ9,"17EQ0os411HC9QqvPiZ0pn","Little Bit of Time","golden","dilip",2019-10-03,220120,0,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"",0.676,0.396,10,-7.123,0,0.0617,0.743,0,0.158,0.4,83.008,4
4agSJb65Cab4nCwa5tmkXH,"17EQ0os411HC9QqvPiZ0pn","Summersault","golden","dilip",2019-10-03,205918,0,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"",0.712,0.549,9,-6.506,0,0.055,0.0964,0.000236,0.246,0.471,150.056,4
65jw6GhwQW3Db55PxlPEpS,"6AgTAQt8XS6jRWi4sX7w49,5f7VJjfbwm532GiveGC0ZK","Be Something","THE GOAT","Polo G,Lil Baby",2020-05-15,194117,63,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"chicago rap,rap,atl hip hop,atl trap,trap",0.829,0.52,8,-10.34,1,0.294,0.0232,0,0.134,0.248,136.103,4
1YcoZcEyuaOnQiZLK0cNta,"2cFrymmkijnjDg9SS92EPM","half alive","everything means nothing","blackbear",2020-08-21,195109,45,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"pop",0.704,0.785,8,-3.588,1,0.0381,0.0204,0,0.153,0.765,125.077,4
4epd3VXwxPItuOVN0aGsr6,"2cFrymmkijnjDg9SS92EPM,7uaIm6Pw7xplS8Dy06V6pT","clown (with Trevor Daniel)","everything means nothing","blackbear,Trevor Daniel",2020-08-21,148164,45,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"pop,melodic rap",0.709,0.774,10,-4.797,1,0.069,0.12,0,0.208,0.393,94.013,4
0W7R5wlb4rjvowSPOY7c8m,"181bsRPaVXVlUKXrxwZfHK,50co4Is1HCEo8bhOyUWKpn","Don’t Stop (feat. Young Thug)","Good News","Megan Thee Stallion,Young Thug",2020-11-20,187992,52,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"houston rap,pop,r&b,rap,trap queen,atl hip hop,atl trap,gangster rap,melodic rap,trap",0.935,0.665,2,-4.65,1,0.0779,0.000773,0,0.138,0.468,138.027,4
7yiSvALPjMrBLDDrbcDRNy,"181bsRPaVXVlUKXrxwZfHK","Girls in the Hood","Good News","Megan Thee Stallion",2020-11-20,154389,65,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"houston rap,pop,r&b,rap,trap queen",0.821,0.816,6,-3.835,1,0.352,0.00711,0,0.0645,0.797,179.974,4
7lacBzwp3yAzp0uvK1kZ2i,"6LqNN22kT3074XbTVUrhzX,02uYdhMhCgdB49hZlYRm9o","Boogie Feet (feat. Eagles of Death Metal)","Rainbow","Kesha,Eagles Of Death Metal",2017-08-11,173933,15,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"dance pop,pop,alternative rock,garage rock,garage rock revival,modern blues rock,palm desert scene",0.684,0.85,2,-4.171,1,0.247,0.0705,0.00000132,0.121,0.748,148.054,4
2VbnMzS73uoKKNxN1qfuRO,"6LqNN22kT3074XbTVUrhzX","Boots","Rainbow","Kesha",2017-08-11,183680,14,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"dance pop,pop",0.688,0.705,10,-4.996,0,0.0501,0.255,0,0.335,0.626,124.011,4
1nahzW3kfMuwReTka28tH5,"1uNFoZAHBGtllmzznpCI3s","Hold On","Justice","Justin Bieber",2021-03-19,170813,71,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"canadian pop,pop",0.658,0.634,1,-6.068,0,0.0431,0.0104,0,0.12,0.302,140.002,4
5NU40QTlXrDUJzDBdv79bg,"1uNFoZAHBGtllmzznpCI3s","Deserve You","Justice","Justin Bieber",2021-03-19,187238,63,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"canadian pop,pop",0.677,0.633,7,-7.831,1,0.0771,0.0314,0,0.112,0.409,89.934,4
6F2r4HgpJnvKDmkN6JEN6J,"1uNFoZAHBGtllmzznpCI3s,6LuN9FCkKOj5PcnpouEgny","As I Am (feat. Khalid)","Justice","Justin Bieber,Khalid",2021-03-19,174406,63,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"canadian pop,pop,pop r&b",0.595,0.543,11,-8.149,1,0.038,0.127,0,0.0975,0.109,99.928,4
3buwFfY33H32wfZ6X9poV3,"1uNFoZAHBGtllmzznpCI3s","Somebody","Justice","Justin Bieber",2021-03-19,179414,60,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"canadian pop,pop",0.551,0.756,2,-7.679,1,0.045,0.000284,0.0000948,0.118,0.359,75.991,4
2WnAKZefdRHxtBEkRjFOHC,"1uNFoZAHBGtllmzznpCI3s","Anyone","Justice","Justin Bieber",2021-03-19,190779,70,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"canadian pop,pop",0.685,0.521,2,-8.285,1,0.0345,0.185,0.00000359,0.111,0.578,115.885,4
3T03rPwlL8NVk1yIaxeD8U,"1uNFoZAHBGtllmzznpCI3s","Off My Face","Justice","Justin Bieber",2021-03-19,156467,75,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"canadian pop,pop",0.509,0.228,4,-8.68,1,0.0332,0.92,0,0.104,0.586,90.674,4
6Xgq7MvZiet0hVi3KaDSgJ,"1uNFoZAHBGtllmzznpCI3s,1anyVhU62p31KFi8MEzkbf","Holy (feat. Chance The Rapper)","Justice","Justin Bieber,Chance the Rapper",2021-03-19,212093,66,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"canadian pop,pop,chicago rap,conscious hip hop,hip hop,pop rap,rap,trap",0.67,0.693,6,-8.34,1,0.35,0.2,0,0.0909,0.388,87.017,4
7aely3H8kMj9o0gt6vXHE1,"1uNFoZAHBGtllmzznpCI3s,6USv9qhCn6zfxlBQIYJ9qs","Die For You (feat. Dominic Fike)","Justice","Justin Bieber,Dominic Fike",2021-03-19,198425,60,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"canadian pop,pop,alternative pop rock,pov: indie",0.728,0.629,1,-6.629,1,0.0318,0.00196,0.00000194,0.0847,0.71,135.031,4
6I3mqTwhRpn34SLVafSH7G,"1uNFoZAHBGtllmzznpCI3s","Ghost","Justice","Justin Bieber",2021-03-19,153190,86,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"canadian pop,pop",0.601,0.741,2,-5.569,1,0.0478,0.185,0.0000291,0.415,0.441,153.96,4
12OLyHDxt6dqlAybSPFBK3,"4GNC7GD6oZMSxPGyXy4MNB","Forever","Divinely Uninspired To A Hellish Extent","Lewis Capaldi",2019-05-17,210863,73,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"pop,uk pop",0.646,0.355,1,-7.119,1,0.0263,0.873,0,0.115,0.364,84.988,4
0pEkK8MqbmGSX7fT8WLMbR,"4GNC7GD6oZMSxPGyXy4MNB","Grace","Divinely Uninspired To A Hellish Extent","Lewis Capaldi",2019-05-17,185657,69,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"pop,uk pop",0.722,0.565,4,-5.848,1,0.0335,0.435,0,0.165,0.488,104.483,4
4Of7rzpRpV1mWRbhp5rAqG,"4GNC7GD6oZMSxPGyXy4MNB","Bruises","Divinely Uninspired To A Hellish Extent","Lewis Capaldi",2019-05-17,220492,80,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"pop,uk pop",0.736,0.308,4,-7.83,1,0.0677,0.946,0,0.186,0.361,111.202,4
7qEHsqek33rTcFNT9PFqLf,"4GNC7GD6oZMSxPGyXy4MNB","Someone You Loved","Divinely Uninspired To A Hellish Extent","Lewis Capaldi",2019-05-17,182160,89,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"pop,uk pop",0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4
60iSKGrGazRzICtMjADNSM,"4GNC7GD6oZMSxPGyXy4MNB","Hold Me While You Wait","Divinely Uninspired To A Hellish Extent","Lewis Capaldi",2019-05-17,205686,77,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"pop,uk pop",0.688,0.53,11,-5.507,1,0.0333,0.443,0,0.0995,0.162,106.958,4
7K3BhSpAxZBznislvUMVtn,"4oUHIQIBe0LHzYfvXNW4QM","Last Night","One Thing At A Time","Morgan Wallen",2023-03-03,163854,85,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"contemporary country",0.492,0.673,6,-5.431,1,0.0347,0.413,0,0.137,0.488,203.812,4
2YVlDlk2zRceefo6XlC6DX,"4oUHIQIBe0LHzYfvXNW4QM","Ain’t That Some","One Thing At A Time","Morgan Wallen",2023-03-03,158003,80,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"contemporary country",0.64,0.811,6,-5.834,0,0.0279,0.00154,0.00000934,0.363,0.686,121.089,4
0HD8mbiPjp3o94X3EaZp0o,"45dkTj5sMRSjrmBSBeiHym","exes","exes","Tate McRae",2023-11-17,159400,44,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"pop",0.822,0.578,5,-6.542,0,0.0582,0.164,0.000252,0.11,0.627,136.966,4
3vkCueOmm7xQDoJ17W1Pm3,"2uYWxilOVlUdk4oV9DvwqK","My Love Mine All Mine","The Land Is Inhospitable and So Are We","Mitski",2023-09-15,137773,93,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"brooklyn indie,pov: indie",0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,4
7dJYggqjKo71KI9sLzqCs8,"5cj0lLjcoR7YOSnhnX0Po5","Agora Hills","Scarlet","Doja Cat",2023-09-22,265360,84,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"dance pop,pop",0.75,0.674,8,-6.128,0,0.097,0.228,0.0000891,0.122,0.392,123.026,4
1Iq8oo9XkmmvCQiGOfORiz,"06HL4z0CvFAxyc27GXpf02","Is It Over Now? (Taylor's Version) (From The Vault)","1989 (Taylor's Version)","Taylor Swift",2023-10-26,229477,83,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"pop",0.599,0.651,0,-7.343,1,0.035,0.0486,0,0.126,0.153,100.001,4
7krbSH3rd8lhIZvuzTV3Bl,"4IWBUUAFIplrNtaOHcJPRM","Naked","Naked","James Arthur",2017-11-24,234106,66,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"pop,talent show,uk pop",0.529,0.607,6,-6.781,1,0.0574,0.104,0,0.0631,0.238,101.966,4
6jA8HL9i4QGzsj6fjoxp8Y,"60d24wfXkVzDSfLS6hyCjZ,3WGpXCj9YhhfX11TToZcXP","There for You","There for You","Martin Garrix,Troye Sivan",2017-05-26,221904,65,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"dutch edm,edm,pop,pop dance,progressive house,australian pop,viral pop",0.611,0.644,6,-7.607,0,0.0553,0.124,0,0.124,0.13,105.969,4
4Lora6205JbkK6BJlttlRH,"5PxCTrv3Y1xVACfngpt7D2,00Z3UDoAQwzvGu13HoAM7J","The Lost Boy (feat. Skizzy Mars)","Sigh for Me","Lostboycrow,Skizzy Mars",2016-01-15,242609,0,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"indie poptimism,indietronica,indie pop rap",0.721,0.567,0,-6.733,1,0.0412,0.378,0,0.349,0.23,143.995,4
4nyjgwOYdkIk5KNEGNmp7Z,"6YCM9JwkqdEFQSzztmh4Kb","Believe Me","EDM Party","Navos",2022-07-13,188260,27,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"uk dance",0.629,0.876,5,-5.572,0,0.0408,0.129,0.00000139,0.29,0.645,124.999,4
4NOZ35Dhucr6UlVyLOtktd,"5P2rwRBgIN450RaJxdjYdA,0z4gvV4rjIZ9wHck67ucSV","Dangerous","Not 4 Sale","Kardinal Offishall,Akon",2008-01-01,246053,75,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"canadian old school hip hop,dance pop",0.949,0.789,8,-5.956,1,0.0755,0.00437,0,0.0816,0.808,117.002,4
1RGIjMFMgJxkZHMDXVYzOJ,"3aQeKQSyrW4qWr35idm0cy,0z4gvV4rjIZ9wHck67ucSV","Bartender (feat. Akon)","Epiphany (Expanded Edition)","T-Pain,Akon",2007-06-05,238800,76,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"dance pop,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary",0.832,0.391,8,-8.504,1,0.0628,0.0564,0,0.224,0.436,104.961,4
2kQuhkFX7uSVepCD3h29g5,"0z4gvV4rjIZ9wHck67ucSV,7dGJo4pcD2V6oG8kP0tJRR","Smack That","Konvicted","Akon,Eminem",2006-01-01,212360,85,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"dance pop,detroit hip hop,hip hop,rap",0.939,0.741,5,-5.171,0,0.0471,0.323,0,0.107,0.925,118.978,4
5nV4nOYPxJPB92gZwk60Ms,"4DTbdShHu2RPYEEMUp2XWV,3Zif00eSvBUECxu8grzURU","Where The Love Goes (feat. Oskar Flood)","Where The Love Goes (feat. Oskar Flood)","Anjulie,Oskar Flood",2017-06-23,183797,38,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"canadian pop",0.734,0.691,0,-5.354,0,0.172,0.271,0.00000253,0.334,0.497,158.089,4
0xaFw2zDYf1rIJWl2dXiSF,"7tYKF4w9nC0nq9CsPZTHyP,0Y5tJX1MQlPlqiwlOH1tJY","Open Arms (feat. Travis Scott)","SOS","SZA,Travis Scott",2022-12-09,239613,79,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"pop,r&b,rap,slap house",0.665,0.59,9,-7.608,1,0.161,0.763,0.0132,0.147,0.216,77.559,4
2qvWsotNWTvRkwCksOnl92,"4fxd5Ee7UefO4CUXgwJ7IP","Still Your Best","When It's All Said And Done","Giveon",2020-10-02,177445,51,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"r&b",0.484,0.405,6,-7.685,1,0.0897,0.482,0,0.144,0.219,95.589,3
6qL5UWxRSQYml9O99ozoLv,"0f2YkMXwFNJNSX7MymevKE","Love Songs - Bonus","Parked Car Convos","Kaash Paige",2019-11-15,148640,80,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"contemporary r&b",0.64,0.355,5,-10.599,1,0.0906,0.83,0.000938,0.11,0.451,120.063,4
5mphdlILgAq3vh1MSvAJTS,"2h93pZq0e7k5yf4dywlkpM","Thinkin Bout You","channel ORANGE (Explicit Version)","Frank Ocean",2012-07-10,200746,0,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"lgbtq+ hip hop,neo soul",0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,4
5VA4Ispp52EA1sOqzMz3Av,"360IAlyVv4PCEVjgyMZrxK,6l3HvQ5sa6mXTsMTB19rO5","All I Want Is You (feat. J. Cole)","All I Want Is You","Miguel,J. Cole",2010-11-26,295920,72,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"r&b,urban contemporary,conscious hip hop,hip hop,north carolina hip hop,rap",0.776,0.603,5,-5.696,1,0.0343,0.0728,0.0000625,0.111,0.921,96.888,4
6TSO4hwz9WGrEUY7ABGVim,"4fxd5Ee7UefO4CUXgwJ7IP","Lost Me","Give Or Take","Giveon",2022-06-24,180953,70,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"r&b",0.428,0.443,2,-8.955,0,0.101,0.525,0.0000176,0.219,0.2,87.934,4
7pgjXQqGqzUi0Wp3ySvhTc,"3cR4rhS2hBWqI7rJEBacvN","Holding on to Us","Holding on to Us","Leslie Odom Jr.",2023-10-27,204119,31,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"broadway,show tunes,vocal jazz",0.522,0.736,1,-7.402,1,0.0443,0.139,0.015,0.11,0.817,176.027,4
1Is8hGpkGMiePASAxBluxM,"5SXuuuRpukkTvsLuUknva1","16","The Melodic Blue","Baby Keem",2021-09-10,156040,78,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"hip hop,rap",0.701,0.782,1,-4.987,1,0.138,0.0918,0.00000231,0.124,0.57,94.03,4
1JXoYzZXVW7H829mHfiWRm,"1hmTCch4tWOJmdqkf8nSRA","That's What I Get","That's What I Get","charlieonnafriday",2023-01-27,150604,61,spotify:user:313ydbhloyuthqjaxbxs7tg2iv34,2024-05-19T00:42:15Z,"singer-songwriter pop",0.818,0.72,1,-5.495,1,0.0474,0.338,0,0.0795,0.464,142.949,4
